,PCA1,PCA2,PCA3,PCA4
0,-6.104468961259273,-0.4322038696762312,1.3827092813281578,0.19102269229882296
1,-0.14836707521738823,-1.257255349066718,1.7476175600551451,-0.15198792852800241
2,-3.9854772195319086,0.40200029442118035,0.1900878082169866,0.5435801339298255
3,0.5205192158680542,-1.0893775644966053,-0.9639548892627208,-0.6546102185645514
4,0.4631720787217181,2.476169900727912,-2.517022295044144,-2.105460676735022
5,0.9351658174065687,4.748992340442953,-0.6212889708222418,-0.9765581326354619
6,1.500538876892685,-2.1347379619225846,-0.4252937598932465,-1.3409192829202643
7,-3.4431005702979522,1.4816199638118372,0.6385616742294128,-0.1977267306510445
8,0.4258662439266739,-2.3630210831059624,2.4613458965061987,4.24522459674605
9,-0.25885074368392497,-0.3738025823673074,0.7194647966369072,1.7851727250558036
10,0.1567863404237904,-1.7813067642181535,-0.3526795271794843,-0.6055801799036897
11,1.3608740920137647,-2.0194522906376005,-0.8628551560759848,-0.8145397877002485
12,-3.0969041803549,0.006466391221740486,0.4711695445819195,-0.4302967833030275
13,0.3018859014788487,-0.40155686823977227,-0.03723684517041707,0.2419601256792915
14,-0.4757537364404269,-2.098281756481652,-1.1028561387887348,-1.0596988644082148
15,-1.2725671055374146,-0.31829172268509437,0.31266541746907084,-0.7019849814408787
16,-0.4033497488455443,-0.2901166454684916,0.022224297060224718,0.2715862721906682
17,1.3598075292443366,-1.8253173218425847,0.6597834062243412,-0.7606844292418332
18,-0.34389687955352,-1.377581839886998,0.9786057962253434,0.40796771642458474
19,0.4009583246036997,-1.2815863098668425,0.533823118606469,-0.12739220458853096
20,-5.79486910487038,-1.1001010552147035,1.0299629135821895,-0.0979526035800188
21,1.3284624725158016,-1.038999100991555,0.23151071790468083,0.2044833236339238
22,1.7792796295884639,-2.101996449349266,0.30559348046099305,-0.3517129742194363
23,0.36532647133941754,-2.751694458356943,-0.8562154176652229,0.03173683963213988
24,1.1408499661697438,-1.3354940269165136,-0.4761957949700982,-0.12489648427265687
25,-0.10572614968212392,-0.9958375501690543,-0.14452166602580974,0.3701717752454445
26,0.5632030304886112,-1.1175592028023125,-0.4795603341796482,-0.5182739935350236
27,-0.4188875121885134,-0.9542779214867698,1.0226049503535628,0.27660987733329745
28,-0.4932646694414756,-1.7891020915056146,0.4597171492078465,-0.37267993011139666
29,0.3893164754536707,-0.9600516721282168,1.336854801337013,0.3562916913902503
30,1.0775684575554647,1.3400765755008388,2.3899128321238496,-0.4688947914488394
31,0.3401565256701539,0.5255939300771952,-3.680193229942427,4.172684802412195
32,-1.3775091063745981,-0.053159442910299476,1.39437124261832,1.0713599429008756
33,0.3121137942482875,-0.9936005796544068,-0.26912548259751323,-0.6992340109094902
34,-0.14441474892520353,0.4787763984166991,-0.8366059193397989,-1.3883826201733558
35,-2.540968131422524,3.701056887451485,0.2797621899905125,0.7338153193320084
36,-3.7869534984993916,2.4199193085706274,-0.2493432414118064,-1.137523729884344
