,PCA1,PCA2,PCA3
0,-6.10455716699751,-0.4332288528001118,1.4284229725394257
1,-0.14824155119627536,-1.2575668843203613,1.7295274002676817
2,-3.985640706089159,0.3963076884431009,0.14672908960956013
3,0.5206844702839872,-1.0884028271177788,-0.9579935355661151
4,0.4634578284722606,2.48585508237508,-2.439486378876571
5,0.9353331618258088,4.750669295119143,-0.5434142468634368
6,1.5004689142587064,-2.138793900129141,-0.4404096651915762
7,-3.443243758792412,1.4720563039888983,0.6023432839758852
8,0.42573186359894755,-2.3597326693238885,2.452468977575815
9,-0.258732005107685,-0.37621731478734194,0.6864710881752252
10,0.15699504920488805,-1.7764826899797292,-0.3454295456136747
11,1.3607722044129675,-2.0244782594851793,-0.8840930235854697
12,-3.0969363906869987,0.004161455762142519,0.43604342519914824
13,0.30181505937957975,-0.3997537118337241,-0.012522111222454599
14,-0.4758308101375105,-2.101341741241889,-1.1309345917489653
15,-1.272506829693931,-0.3200161087983383,0.2978125269903596
16,-0.40339499094790365,-0.294223485220888,-0.018612862316335393
17,1.3599278805185346,-1.8252120648091452,0.677572926904661
18,-0.3436975310162637,-1.3734559014538021,0.9977815564195254
19,0.40102786124746104,-1.2778236189335317,0.5338388121993025
20,-5.79486103839454,-1.0888985729300864,1.1043817588159208
21,1.3283274322985783,-1.0452631433358803,0.21809491699989647
22,1.7792674869283602,-2.1066909450308557,0.2979963997876246
23,0.36525783197062095,-2.74866420003018,-0.837092840636763
24,1.1410128073071242,-1.329411050005862,-0.46656690043216864
25,-0.10601490806686875,-1.0068383586112832,-0.2118056453387212
26,0.5634165034521095,-1.113024479364644,-0.44869280066788125
27,-0.4188052840462449,-0.9509522405646663,1.0256263786402922
28,-0.49300738281347434,-1.7810468854132044,0.49635038244246077
29,0.3892758711953771,-0.9584845849347414,1.355586657120697
30,1.077366438170933,1.3342072915381153,2.3628310449670478
31,0.3401829970373712,0.5211652227858452,-3.7080834821517334
32,-1.3776408415505168,-0.05829936994459075,1.3443626084384532
33,0.3123742345492696,-0.9894823434448504,-0.2386466276652233
34,-0.1442508416167158,0.48111991949951,-0.8132118626138951
35,-2.5409754584400814,3.6964193895484736,0.2698067007175973
36,-3.7870670055830993,2.413907968405252,-0.27916607893878986
37,-0.7211490540404885,2.837260599684895,-0.5445207383835035
38,-0.2307448459196675,2.169771413845674,-2.652797014116874
39,0.31982754963816423,2.1995212899217953,2.5067979865968297
40,-1.9137912426874386,-0.5734495703832295,1.1249370762709603
41,-0.3907515750676097,-2.3505277952619577,-0.48056695088228135
42,0.8988948556321845,-2.815104855996069,0.031565113800671854
43,-0.3110336252842836,-0.01669497171234717,-0.12442938399160554
44,-3.534542220974253,2.6780115352165152,-1.0047581700220651
45,-0.45706979656479707,1.165041965782362,-1.3223026775071944
46,0.10175506896130809,-1.667493479532018,-0.33706056664585904
47,1.2219570281035477,-2.48571344391115,-1.066989305517782
48,1.1280140362628435,0.8659455232945416,-0.16063542183645685
49,0.24840380636922818,-1.3062035984014901,-1.3471206589982168
50,0.45270939856230374,-0.7084468713229098,-1.457882175705924
51,1.0286401890060715,-1.1056416005748755,-0.685882363239781
52,0.10597205239824868,-1.3470657244400124,0.2950591789383356
53,-0.20063997284621082,-1.4014763515848543,-3.3850746188468386
54,0.23245366247303986,1.6651975097134792,-1.6634387483958188
55,1.4775400900659665,-1.8933233827795755,0.7269262501185962
56,-2.3248948975311654,1.9269948507622572,0.9100546649797683
57,2.8388868168827606,0.3921104689937906,1.679306279847549
58,1.7517632560055891,-1.482609828854053,-0.7990289701251768
59,-6.116354699515575,-0.19372364161559905,0.13423218851371724
